uMarka,urunKategorileri,urunKategorileriTwo,urunKategorileriThree,urunKategorileriFour,urunKategorileriFive,urunKategorileriSix,urunKategorileriSeven,urunAdi,urunAciklama,urunFoto,urunURL
Dimes,İçecek,Meyve Suları,,,,,,Dimes %100 Karışık 1 L,,https://img.istegelsin.com/dff576292eb444e1a04333835768b928.jpg,
Nish Kahve,İçecek,Kahve,,,,,,Nish Hünkar Türk kahvesi 100 gr,,https://img.istegelsin.com/nish_t_rk_kahvesi_100gr_h_nkarkopya.jpg,
Jacobs,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Jacobs Monarch Filtre Kahve 2x250 gr Filtre Kağıdı Hediyeli,,https://img.istegelsin.com/90a395a89f2e4cb08c625c4ca676916b.jpg,
Jacobs,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Jacobs Gold Selection Filtre Kahve 250 gr,,https://img.istegelsin.com/d25e503ab99342ae8447193523adfa32.jpg,
Jacobs,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Jacobs Monarch Filtre Kahve 250 gr,,https://img.istegelsin.com/6628d039dfc94989b5734388157a03bf.jpg,
Nish Kahve,İçecek,Kahve,,,,,,Nish House Blend Filtre Kahve 250 gr,,https://img.istegelsin.com/NishFiltreKahve_zelSeriHouseBlend_250gr.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes %100 Elma 1 L,,https://img.istegelsin.com/8f9a045736b34282998b773c48b71780.jpg,
Red Bull,İçecek,Enerji İçecekleri,,,,,,Red Bull Enerji İçeceği Şekersiz 4x250 ml,,https://img.istegelsin.com/e72f1913bb744cf7b429273b8f2e8eb1.jpg,
Nish Kahve,İçecek,Kahve,,,,,,Nish Guatemala Filtre Kahve 250 gr,,https://img.istegelsin.com/nish_filtre_kahve_GUATEMALA_250GR.jpg,
Nish Kahve,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Nish Kahve Özel Seri Colombia Filtre Kahve 250 gr,,https://img.istegelsin.com/7db2d20bf0654ff2a0d0fa82e266c136.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes %100 Portakal 1 L,,https://img.istegelsin.com/6f5253f6fec246bdba40ab8d19e19003.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes %100 Kırmızı Karışık 1 L,,https://img.istegelsin.com/84b104591d6247bf89e03b63cc3e6c36.jpg,
Dripesso,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Dripesso Colombia Medium 250 gr Drip Coffee Pratik Demleme Seti Hediyeli,,https://img.istegelsin.com/colombiawht.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes %100 Elma&Vişne 1 L,,https://img.istegelsin.com/7941b43c2a8848f88bc4e9a43bfd08c0.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes %100 Elma&Şeftali 1 L,,https://img.istegelsin.com/58c91f4221be46d4913f4bdf7716771c.jpg,
Dripesso,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Dripesso Blend Dark Filtre Kahve 250 gr Drip Coffee Pratik Demleme Seti Hediyeli,,https://img.istegelsin.com/blendwht_n.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes %100 Nar 1 L,,https://img.istegelsin.com/156eca329c1945788f3a48450aa69b8a.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes %100 Domates 1 L,,https://img.istegelsin.com/63fe928bd97a40d6b2a7a1df80a3b210.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes 7/24 Tahıllı İçecek 1 L,,https://img.istegelsin.com/ee5b2865e69740008991793fe6fd68bb.jpg,
Pınar,İçecek,Soğuk Kahve,,,,,,Pınar Cafe Art Chaitea Latte 500 ml,,https://img.istegelsin.com/c6d215e1bb6f414984c71b96681735a0.jpg,
Pınar,İçecek,Soğuk Kahve,,,,,,Pınar Cafe Art Latte 500 ml,,https://img.istegelsin.com/9db048ed2e484f1daf0a9a3308f9b2ef.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Karışık Nektar 1 L,,https://img.istegelsin.com/f4209594859d46eb8f52bb37ea4e1c2d.jpg,
illy,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,illy Toz Kahve 125 gr,,https://img.istegelsin.com/9dec48da3b58466883512b6551bd2582.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Şeftali Nektarı 1 L,,https://img.istegelsin.com/45011b0bd98d45dd928e67baf48cc432.jpg,
illy,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,illy Toz Kahve 250 gr,,https://img.istegelsin.com/a898b97ec1bb432db1369be809b36b92.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Kayısı Nektarı 1 L,,https://img.istegelsin.com/6480f7d8c5414185a886d74aa8bb5e7b.jpg,
Tchibo,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Tchibo Gold Selection Öğütülmüş Filtre Kahve 250 gr,,https://img.istegelsin.com/bf247259055e422e813b057682c79508.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Vişne Nektarı 1 L,,https://img.istegelsin.com/4eff0ea6a5da4d0e9d568f8a0e75be15.jpg,
Tchibo,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Tchibo Espresso Sicilia Öğütülmüş Filtre Kahve 250 gr,,https://img.istegelsin.com/8d2a15b347a2479abbd1fa5ad21b2ec1.jpg,
Davidoff,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Davidoff Rich Aroma Filtre Kahve 250 gr,,https://img.istegelsin.com/96dab3f725c54734b85080cdf5aede4c.jpg,
Davidoff,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Davidoff Fine Aroma Filtre Kahve 250 gr,,https://img.istegelsin.com/556b11e1d4ad4c92ba47b83665192134.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Kırmızı Karışık İçecek 1 L,,https://img.istegelsin.com/2ba4199f7c48412c85722ee9a88ed016.jpg,
Kurukahveci,İçecek,Kahve,,,,,,Kurukahveci Guatemala Filtre Kahve 250 gr,,https://img.istegelsin.com/kmem250gguatemalaozelseri.jpg,
Kurukahveci,İçecek,Kahve,,,,,,Kurukahveci Ethiopia Filtre Kahve 250 gr,,https://img.istegelsin.com/kmem250getiyopyaozelseri.jpg,
Kurukahveci,İçecek,Kahve,,,,,,Kurukahveci El Salvador Filtre Kahve 250 gr,,https://img.istegelsin.com/kmem250gelsalvadorozelseri.jpg,
Kurukahveci,İçecek,Kahve,,,,,,Kurukahveci Nicaragua Filtre Kahve 250 gr,,https://img.istegelsin.com/kmem250gnikaraguaozelseri.jpg,
Jacobs,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Jacobs Monarch Filtre Kahve 250 gr 2'li,,https://img.istegelsin.com/0109982e60ab4aa3a08d9129c5a33f4f.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Nar Nektarı 1 L,,https://img.istegelsin.com/1f35f25463fb4c068a1202410e8c2195.jpg,
Jacobs,İçecek,Kahve,,,,,,Jacobs Monarch Aroma Filtre Kahve 500 gr,,https://img.istegelsin.com/JACOBS_500gr_Pack3D_Aroma_xSU_JA_0016.jpg,
Jacobs,İçecek,Kahve,,,,,,Jacobs Monarch Espresso Filtre Kahve 500 gr,,https://img.istegelsin.com/JACOBS_500gr_Pack3D_Expresso_xSU_JA_0012.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Karpuz Çilek İçeceği 1 L,,https://img.istegelsin.com/ab3af0dfda1b483e9ed6611e04a1c5f1.jpg,
Sırmakeş,İçecek,Su,,,,,,Sırmakeş Su 5 L,,https://img.istegelsin.com/be47373203de4aa695147457f04d060d.jpg,
KahveGibiKahve,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Kahve Gibi Kahve Pratik Filtre Kahve  Klasik 10'lu,,https://img.istegelsin.com/a7add4da80454504af6764670ed60c30.jpg,
Dripesso,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Dripesso Pratik Filtre Kahve 5'li,,https://img.istegelsin.com/56e86d08aaab4bf1ab1f9ef2f637e63a.jpg,
Hayat,İçecek,Su,,,,,,Hayat Su 5 L,,https://img.istegelsin.com/d52d3b39199e4c2faa560d945b42eb63.jpg,
Dripesso,İçecek,Kahve,,,,,,Dripesso Dark Roast Pratik Filtre Kahve 5'li,,https://img.istegelsin.com/767b65aa7d464d2f92c592aadf0cbca7.jpg,
Pınar,İçecek,Su,,,,,,Pınar Su 5 L,,https://img.istegelsin.com/0f5292f2f1a04b8da3b231a42a2b13d9.jpg,
Kilikya,İçecek,"Şalgam, Limonata",,,,,,Kilikya Limonata 1 L,,https://img.istegelsin.com/b3f4e51ba1e04ae8afb46ece712904fd.jpg,
Munzur,İçecek,Su,,,,,,Munzur Su 5 L,,https://img.istegelsin.com/289413e92aa544bd9bba712970215ef1.jpg,
Kilikya,İçecek,"Şalgam, Limonata",,,,,,Kilikya Limonata Şekersiz 1 L,,https://img.istegelsin.com/36448eb6c7df46b4bddb8177e94f73dc.jpg,
Uludağ,İçecek,"Şalgam, Limonata",,,,,,Uludağ Limonata Pet 1 L,,https://img.istegelsin.com/a1ca404ee13e4e7196f0b154be6ec3da.jpg,
Uludağ,İçecek,"Şalgam, Limonata",,,,,,Uludağ Limonata Şekersiz Pet 1 L,,https://img.istegelsin.com/ca23e420d4ea4db696a727ac4c3cdbf8.jpg,
Sırma,İçecek,"Şalgam, Limonata",,,,,,Sırma Limonata 1 L,,https://img.istegelsin.com/88bcfccf033445e0b3591eb0b386c1be.jpg,
Cappy,İçecek,Meyve Suları,,,,,,Cappy Destek 1 L,,https://img.istegelsin.com/9b74f4389bce4bff9f9cd1f5690dc002.jpg,
Cappy,İçecek,Meyve Suları,,,,,,Cappy  Atom 1 L,,https://img.istegelsin.com/10ddf163eea44a89b00526732f96db25.jpg,
Kilikya,İçecek,"Şalgam, Limonata",,,,,,Kilikya Şalgam Acısız 1 L,,https://img.istegelsin.com/d7ccb03ec5344da08729a278320c941c.jpg,
San Pellegrino,İçecek,"Şalgam, Limonata",,,,,,San Pellegrino Limonata 4x200 ml,,https://img.istegelsin.com/08282d754b184115b17713cbfb2c937d.jpg,
Erikli,İçecek,Su,,,,,,Erikli 5 L,,https://img.istegelsin.com/d4d4ec426c0440beb463fd18d3b3efb3.jpg,
Cappy,İçecek,Meyve Suları,,,,,,Cappy Karışık Nektar 1 L,,https://img.istegelsin.com/c19c684dc08742ff82bd83eb1c0976cf.jpg,
Saka,İçecek,Su,,,,,,Saka Doğal Mineralli Su 5 L,,https://img.istegelsin.com/ZGG_22935ltv1_1_.jpg,
Kilikya,İçecek,"Şalgam, Limonata",,,,,,Kilikya Şalgam Acılı 1 L,,https://img.istegelsin.com/3ee2e2a84e0c4113ae4043d55de1be11.jpg,
Kilikya,İçecek,"Şalgam, Limonata",,,,,,Kilikya Organik Şalgam Acısız 1 L,,https://img.istegelsin.com/bebe2ec98bf94aa791052a4fc3639c83.jpg,
Sırmakeş,İçecek,Su,,,,,,Sırmakeş Su 10 L,,https://img.istegelsin.com/bbe59c2e1dfc4085a1bb88a3fd1357ea.jpg,
Juss,İçecek,Soğuk Çay,,,,,,Juss Soğuk Çay Şeftali Koruyucusuz Pet 1 L,,https://img.istegelsin.com/8db403804ccb4aceb2e665e537f11330.jpg,
Cappy,İçecek,Meyve Suları,,,,,,Cappy Vişnelim 1 L,,https://img.istegelsin.com/f74418479400423e86ef496c47c0d872.jpg,
Kızılay,İçecek,Soda,,,,,,Kızılay Sade Maden Suyu 6x200 ml (Afyon),,https://img.istegelsin.com/fc1f28e32ded4d049ac730f02ce9dcf2.jpg,
Kızılay,İçecek,Soda,,,,,,Kızılay Sade Maden Suyu 6x200 ml (Erzincan),,https://img.istegelsin.com/921cce929e3d47669a9210111cf2eedf.jpg,
Chado,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Chado Turmeric Chai 50 gr,,https://img.istegelsin.com/4f605d948acf480cabadf27262ff696c.jpg,
Kilikya,İçecek,"Şalgam, Limonata",,,,,,Kilikya Organik Şalgam Acılı 1 L,,https://img.istegelsin.com/80f216ac1af246b284a61b2326200613.jpg,
Kızılay,İçecek,Meyveli Soda,,,,,,Kızılay Limonlu Maden Suyu 6x250 ml,,https://img.istegelsin.com/4def25650218464593c09da08944d6e9.jpg,
Beypazarı,İçecek,Soda,,,,,,Beypazarı Maden Suyu 6x200 ml,,https://img.istegelsin.com/2b8caea2045943e4ab1306ba1b15b931.jpg,
Hayat,İçecek,Su,,,,,,Hayat Su 10 L,,https://img.istegelsin.com/5b8095cc65144b10a6812873ed2357de.jpg,
Karali,İçecek,Çay,,,,,,Karali Geleneksel Rize Çayı 1 Kg,,https://img.istegelsin.com/33856238cd92461a9b287f5df5e718b7.jpg,
Pfanner,İçecek,Meyve Suları,,,,,,Pfanner Multivitamin 2 L,,https://img.istegelsin.com/f57013f188c34cf6b0219deb3a14f337.jpg,
Karali,İçecek,Çay,,,,,,Karali Geleneksel Filiz Çayı 1 Kg,,https://img.istegelsin.com/e162f6cf86974f5a9a4c782cfcd70504.jpg,
Chado,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Chado Diges Tea 50 gr,,https://img.istegelsin.com/a6ea67e1f2a245b7adbeee2e7137741a.jpg,
Kilikya,İçecek,Soğuk Çay,,,,,,Kilikya Ice Tea Limon 1 L,,https://img.istegelsin.com/0e6e9999a8604dec9fa1cc7b2d5936ce.jpg,
Kızılay,İçecek,Meyveli Soda,,,,,,Kızılay Mandalinalı Maden Suyu 6x250 ml,,https://img.istegelsin.com/28d39fee19ea4512a5146510ca691108.jpg,
Pınar,İçecek,Su,,,,,,Pınar Su 10 L,,https://img.istegelsin.com/e5a76a941c614a1fa3c36c5e504c5635.jpg,
Pfanner,İçecek,Meyve Suları,,,,,,Pfanner A+C+E Meyveli 2 L,,https://img.istegelsin.com/81161aac21e14b4fb81b2cbcba49a553.jpg,
Uludağ,İçecek,Soda,,,,,,Uludağ Maden Suyu 6x200 ml,,https://img.istegelsin.com/ec061f2aa9974772975e34b406c9713d.jpg,
Saka,İçecek,Su,,,,,,Saka Doğal Mineralli Su 10 L,,https://img.istegelsin.com/ZGG_229310lt.jpg,
Sırma,İçecek,Soda,,,,,,Sırma Doğal Maden Suyu 6x200 ml,,https://img.istegelsin.com/c46e30823811472f9b59ca82f33a6a9a.jpg,
Pfanner,İçecek,Meyve Suları,,,,,,Pfanner B+C+E Böğürtlen 2 L,,https://img.istegelsin.com/67cfc466ee244f338409ba44adc6a0ca.jpg,
Chado,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Chado Wake-Up Tea 50 gr,,https://img.istegelsin.com/15ba5124b99247ccb81a3f6305f5d894.jpg,
Erikli,İçecek,Su,,,,,,Erikli 10 L,,https://img.istegelsin.com/83195852306d4f2e9d653e3313543c36.jpg,
Doğanay,İçecek,"Şalgam, Limonata",,,,,,Doğanay Şalgam 1 L,,https://img.istegelsin.com/f3d02ce698d5409d9497358eb295f3eb.jpg,
Pfanner,İçecek,Meyve Suları,,,,,,Pfanner Kan Portakalı 2 L,,https://img.istegelsin.com/c77d17ba1f3d450988711eaed03f61e6.jpg,
Chado,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Chado Sleepy Tea 50 gr,,https://img.istegelsin.com/717751062d4c4c54915d97dd3349edbc.jpg,
Doğanay,İçecek,"Şalgam, Limonata",,,,,,Doğanay Şalgam 1 L Acılı,,https://img.istegelsin.com/a5edc17b48834bc38dad0b3df4a0b4a4.jpg,
Pfanner,İçecek,Meyve Suları,,,,,,Pfanner Portakal Nektarı 2 L,,https://img.istegelsin.com/dede222cb0af4037aec1358ce31d11c7.jpg,
Damla,İçecek,Soda,,,,,,Damla Minera Sade 6x200 ml,,https://img.istegelsin.com/985b8e686b3a4a719b2b716d5ee385bd.jpg,
Doğanay,İçecek,"Şalgam, Limonata",,,,,,Doğanay Şalgam 1 L Cam,,https://img.istegelsin.com/27f5df17392e4bf9a319e755167a2934.jpg,
Pfanner,İçecek,Meyve Suları,,,,,,Pfanner Ananas Nektarı 2 L,,https://img.istegelsin.com/93e3657fc3a54951991fadfbf961d191.jpg,
Juss,İçecek,Meyve Suları,,,,,,Juss Nektar Karışık 6x200 ml,,https://img.istegelsin.com/1dde5038334e45ea8b4b44e524fdcca1.jpg,
Chado,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Chado Milk Oolong 50 gr,,https://img.istegelsin.com/eaaa04c878dc4c1f8eed87e470b90761.jpg,
Doğanay,İçecek,"Şalgam, Limonata",,,,,,Doğanay Şalgam 1 L Cam Acılı,,https://img.istegelsin.com/679cd1231d7d4113b8ff4796baa0ac42.jpg,
Juss,İçecek,Meyve Suları,,,,,,Juss %100 Karışık 6x200 ml,,https://img.istegelsin.com/6247f860146c49a384c49ce23fa93e90.jpg,
Uludağ,İçecek,Soda,,,,,,Uludağ Premium Maden Suyu 6x250 ml,,https://img.istegelsin.com/be0cff3f3f164a058205801ee5ebdcc1.jpg,
Chado,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Chado Immuni Tea 50 gr,,https://img.istegelsin.com/0e3625e728b9427494dd1e404d2ccb12.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Feel More Sıkma Portakal 250 ml,,https://img.istegelsin.com/29346ab5fb6b4dc7a30209489e7e4ff2.jpg,
Sırma,İçecek,Meyveli Soda,,,,,,Sırma Zero C+ Limon Aromalı 6x200 ml,,https://img.istegelsin.com/c176224764d14a75ad33fc7a7caf7e7a.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Sıkma Portakal 700 ml,,https://img.istegelsin.com/dimess_kmaportakal.jpg,
Akmina,İçecek,Soda,,,,,,Akmina Sade Maden Suyu 4x1 L,,https://img.istegelsin.com/589c6ed397a24cd1b61631a19b2fd134.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Sıkma Elma 700 ml,,https://img.istegelsin.com/dimess_kmaelma.jpg,
Red Bull,İçecek,Enerji İçecekleri,,,,,,Red Bull Enerji İçeceği 250 ml,,https://img.istegelsin.com/21188dacd6d54b85a846fd0822f522cf.jpg,
Akmina,İçecek,Soda,,,,,,Akmina Doğal Maden Suyu 1 L,,https://img.istegelsin.com/2e32fd58f2af4b35931d50f3b4d40a87.jpg,
Uludağ,İçecek,Soda,,,,,,Uludağ Premium Maden Suyu 750 ml,,https://img.istegelsin.com/75d6f8df1ba04798bff14c069b18ef4c.jpg,
Chado,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Chado Koi Love Blend 50 gr,,https://img.istegelsin.com/297210dc33754a2c86972fdc0684c4a7.jpg,
Coca-Cola,İçecek,Gazlı İçecek,,,,,,"Coca-Cola 1,5 L",,https://img.istegelsin.com/8ea3871a19b04b1fb3d132ad29f43304.jpg,
Red Bull,İçecek,Enerji İçecekleri,,,,,,Red Bull Enerji İçeceği 355 ml,,https://img.istegelsin.com/ea2ccae379a84dfb9f980abe2d2e34d1.jpg,
Çaykur,İçecek,Çay,,,,,,Çaykur Kamelya Çay 1 kg,,https://img.istegelsin.com/9ece949f3aaf4a18b8758278337394e9.jpg,
Dimes,İçecek,Meyve Suları,,,,,,Dimes Sıkma Karışık 700 ml,,https://img.istegelsin.com/dimess_kmakar___k.jpg,
Sırma,İçecek,Meyveli Soda,,,,,,Sırma C+ Limon 6x200 ml,,https://img.istegelsin.com/932fd197c4cd4280afd2997cf29049b8.jpg,
Sırma,İçecek,Meyveli Soda,,,,,,Sırma Kahve Aromalı 6x200 ml,,https://img.istegelsin.com/bfa32f59ebac498f94e47b25af9d37ef.jpg,
Chado,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Chado Jasmine Pearls 50 gr,,https://img.istegelsin.com/fba47cb8f18a40b79886d1bc5a31917a.jpg,
Red Bull,İçecek,Enerji İçecekleri,,,,,,Red Bull Enerji İçeceği 473 ml,,https://img.istegelsin.com/53f82e4ea49149458bfc30f0b72ac9e4.jpg,
Coca-Cola,İçecek,Gazlı İçecek,,,,,,Coca-Cola 1 L,,https://img.istegelsin.com/f814f1453b61496fa51dd1efe65508a1.jpg,
The Goat,İçecek,Soğuk Kahve,,,,,," The Goat Cold Brew 330 ml 
",,https://img.istegelsin.com/52a924844e724461bf5e6adeb1dd4afa.jpg,
Çaykur,İçecek,Çay,,,,,,Çaykur Tiryaki Çayı 1 kg,,https://img.istegelsin.com/f870735e1ff6447892c26c80769f66b4.jpg,
Chado,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Chado Matcha 50 gr,,https://img.istegelsin.com/b18087376d2a4e60b17c584c9fa22cbc.jpg,
Chado,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Chado Çay Demleme Filtresi 100'lü,,https://img.istegelsin.com/3572be40c7374033ac780ea2dd144095.jpg,
Çaykur,İçecek,Çay,,,,,,Çaykur Filiz Çayı 1 kg,,https://img.istegelsin.com/2b4f70f468444ce2a63f04a4c735d03a.jpg,
Nescafe,İçecek,Soğuk Kahve,,,,,,Nescafe Xpress Black 250 ml,,https://img.istegelsin.com/eac6fef6510b4bbb854decc9fbe545f6.jpg,
Naturali,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Naturali Kiraz Sapı 75 gr,,https://img.istegelsin.com/a963739a069f4613ac5f032703724439.jpg,
Nescafe,İçecek,Soğuk Kahve,,,,,,Nescafe Xpress Choco 250 ml,,https://img.istegelsin.com/b2d29ab0e473436a966182dddcf549e6.jpg,
Sırma,İçecek,Meyveli Soda,,,,,,Sırma C+ Elma 6x200 ml,,https://img.istegelsin.com/1881b5097bc04df4bf0cda37a158d90b.jpg,
Red Bull,İçecek,Enerji İçecekleri,,,,,,Red Bull Enerji İçeceği Şekersiz 250 ml,,https://img.istegelsin.com/44ddf90159544e8499c7d8ecbb0fe3f1.jpg,
Coffee Mate,İçecek,Kahveler İçin Diğer,,,,,,Coffee-Mate Eko 100 gr,,https://img.istegelsin.com/65a54fa5830244b8bb1bb3af67e4b28b.jpg,
Naturali,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Naturali Adaçayı 50 gr,,https://img.istegelsin.com/b76a3c43a36141549a8729b8e9b30f4c.jpg,
Nescafe,İçecek,Soğuk Kahve,,,,,,Nescafe Xpress White 250 ml,,https://img.istegelsin.com/8c4872992453461787fd2bfba3690a72.jpg,
Naturali,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Naturali Rezene Çayı 100 gr,,https://img.istegelsin.com/cef76f84a37c4f598148602f7c8ccb22.jpg,
Lipton Ice Tea,İçecek,Soğuk Çay,,,,,,"Lipton Ice Tea Şeftali 1,5 L",,https://img.istegelsin.com/6029ca2384a84e10b7cd75b22f29410b.jpg,
Nescafe,İçecek,Soğuk Kahve,,,,,,Nescafe Xpress Vanilya 250 ml,,https://img.istegelsin.com/9acd3ad6c3d64e9493b31bc7d2e1fd01.jpg,
Naturali,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Naturali Karışık Ihlamur 50 gr,,https://img.istegelsin.com/536a1bb6e3fa4702a2445d108386ce15.jpg,
Coca-Cola,İçecek,Gazlı İçecek,,,,,,Coca-Cola Şekersiz 1 L,,https://img.istegelsin.com/69900b34a2c846b88196514ec5bbbdbf.jpg,
Sırma,İçecek,Meyveli Soda,,,,,,Sırma C+ Portakal 6x200 ml,,https://img.istegelsin.com/48e265a376784679aad953c73f0ceabb.jpg,
Naturali,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Naturali Kış Keyfi 100 gr,,https://img.istegelsin.com/adc3afc9dee540cfaed563aad5bac6e6.jpg,
Ofçay,İçecek,Çay,,,,,,Ofçay Hazine Filiz Çayı 1 kg,,https://img.istegelsin.com/0845930ffdb94f37b0d9bb6c5953b5ca.jpg,
Nescafe,İçecek,Soğuk Kahve,,,,,,Nescafe Xpress Cafe Latte Şeker İlavesiz 250 ml,,https://img.istegelsin.com/b3bf98316022466ebd4ce3021129a1a7.jpg,
Sırma,İçecek,Meyveli Soda,,,,,,Sırma B+ Vişne 6x200 ml,,https://img.istegelsin.com/d5b8f669c4b44de68e3bda75229d92df.jpg,
Lipton Ice Tea,İçecek,Soğuk Çay,,,,,,"Lipton Ice Tea Mango 1,5 L",,https://img.istegelsin.com/24996dd426754387bcc6176f2d6fd50a.jpg,
Coca-Cola,İçecek,Gazlı İçecek,,,,,,Coca-Cola Lime 1 L,,https://img.istegelsin.com/ac80a81ed3bc4c76a79fc874c6b0b236.jpg,
Naturali,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Naturali Kuşburnu Çayı 100 gr,,https://img.istegelsin.com/36647e89157243eba2476680ea5b974a.jpg,
Nescafe,İçecek,Soğuk Kahve,,,,,,Nescafe Xpress Americano Şeker İlavesiz 250 ml,,https://img.istegelsin.com/cf332242f74a4d7f860011f1315e0d11.jpg,
Sırma,İçecek,Meyveli Soda,,,,,,Sırma B+ Çilek 6x200 ml,,https://img.istegelsin.com/cfe59d47f028430f8f8573ab8804869e.jpg,
Pepsi,İçecek,Gazlı İçecek,,,,,,Pepsi Max 1 L,,https://img.istegelsin.com/9302a714adeb4459b30f712623043b11.jpg,
Naturali,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Naturali Nane Limon 75 gr,,https://img.istegelsin.com/300706a60b584c78b5a6dbee3a0b2aba.jpg,
Kronotrop,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Kronotrop Peru Huabal Öğütülmüş Filtre Kahve 250 gr,,https://img.istegelsin.com/408b16dfedd14bc3b347ac2dd88cb713.jpg,
Kronotrop,İçecek,"Filtre, Çekirdek, Kapsül Kahve",,,,,,Kronotrop No:33 Guatemala Öğütülmüş Filtre Kahve 250 gr,,https://img.istegelsin.com/cf67dca2c2e7418eab93c80745351b39.jpg,
Akmina,İçecek,Meyveli Soda,,,,,,Akmina C + Mandalina 6x200 ml,,https://img.istegelsin.com/59cf418e4d5440369600a85e85828c6d.jpg,
Pepsi,İçecek,Gazlı İçecek,,,,,,Pepsi Twist 1 L,,https://img.istegelsin.com/c2a241db77044fb3b787e8920fe1aa19.jpg,
Hayat,İçecek,Su,,,,,,"Hayat Su 6x1,5 L",,https://img.istegelsin.com/8c61bebcd7fd47a7b53986e9e89cf02d.jpg,
Pepsi,İçecek,Gazlı İçecek,,,,,,Pepsi Mango 1 L,,https://img.istegelsin.com/0533929967e74bf8b704910a2a259cb1.jpg,
Akmina,İçecek,Meyveli Soda,,,,,,Akmina B+Kırmızı Meyveli 6x200 ml,,https://img.istegelsin.com/cb5535b9ec6449c0a619608b9fed7e60.jpg,
Erikli,İçecek,Su,,,,,,"Erikli 6x1,5 L",,https://img.istegelsin.com/7f2a7cb633eb4911ba1f5584372d4d49.jpg,
Naturali,İçecek,"Bitki ve Zayıflama Çayları, Çay",,,,,,Naturali Çiçek Ihlamur 50 gr,,https://img.istegelsin.com/89a3638c393e4f47858e5ec5b0507ef2.jpg,
Pepsi,İçecek,Gazlı İçecek,,,,,,Pepsi 1 L,,https://img.istegelsin.com/d1c581096d7846c694ff48a361b74cb1.jpg,
Red Bull,İçecek,Enerji İçecekleri,,,,,,Red Bull Enerji İçeceği Yaban Mersini 250 ml,,https://img.istegelsin.com/8036f173d96e42109cf41422d3be45e4.jpg,
Dimes,İçecek,Soğuk Kahve,,,,,,OBSESSO Iced Coffee Black 250 ml,,https://img.istegelsin.com/8690558031414.jpg,
